Date, Arena, Type, Raw Points, Points
2025/02/09,Irma Arena,story,202,214
2025/02/09,Aréna Saint-Boniface,story,3228,8766
2025/02/09,Cremona Ag Society Community Arena,story,145,178
2025/02/09,Centre Sportif Normandin,note,2662,3479
2025/02/09,Aréna Saint-Boniface,note,3229,8767
2025/02/09,Honeywood Arena,photo,4487,12121
2025/02/09,Aréna Saint-Boniface,photo,3232,8786
2025/02/09,Ivor MacDonald Memorial Arena,photo,387,1648
2025/02/09,Middleton District Arena,story,2531,7343
2025/02/09,Pete Knight Arena,story,3064,12897
2025/02/09,Irma Arena,photo,205,217
2025/02/09,Middleton District Arena,note,2532,7344
2025/02/09,Honeywood Arena,story,4497,12151
2025/02/09,Middleton District Arena,photo,2535,7348
2025/02/09,Middleton District Arena,photo,2538,7352
2025/02/09,Honeywood Arena,photo,4500,12156
2025/02/09,Irma Arena,story,215,227
2025/02/09,Honeywood Arena,photo,4503,12161
2025/02/09,Honeywood Arena,photo,4506,12166
2025/02/09,Irma Arena,photo,218,230
2025/02/09,Cremona Ag Society Community Arena,photo,148,182
2025/02/09,Cremona Ag Society Community Arena,note,149,183
2025/02/09,Centre Sportif Normandin,story,2672,3490
2025/02/09,Centre Sportif Normandin,note,2673,3491
2025/02/09,Big River Arena,photo,715,1691
2025/02/09,Big River Arena,photo,718,1697
2025/02/09,Centre Sportif Normandin,photo,2676,3495
2025/02/09,Big River Arena,photo,721,1703
2025/02/09,Big River Arena,photo,724,1708
2025/02/09,Cremona Ag Society Community Arena,photo,152,187
2025/02/09,Bashaw Arena,story,3585,14233
2025/02/09,Bashaw Arena,note,3586,14234
2025/02/09,Big River Arena,photo,727,1713
2025/02/09,Aréna Saint-Boniface,story,3242,8811
2025/02/09,Honeywood Arena,story,4516,12191
2025/02/09,Middleton District Arena,note,2539,7353
2025/02/09,Frank Crane Arena,story,282,314
2025/02/09,Aréna Saint-Boniface,photo,3245,8826
2025/02/09,Aréna Saint-Boniface,photo,3248,8841
2025/02/09,Aréna Saint-Boniface,photo,3251,8857
2025/02/09,Middleton District Arena,photo,2542,7357
2025/02/09,Cremona Ag Society Community Arena,note,153,188
2025/02/09,Pete Knight Arena,photo,3067,12904
2025/02/09,Bashaw Arena,note,3587,14235
2025/02/09,Pete Knight Arena,photo,3070,12912
2025/02/09,Sackville Arena (LDRA),note,7662,24241
2025/02/09,Middleton District Arena,story,2552,7377
2025/02/09,Middleton District Arena,photo,2555,7382
2025/02/09,Middleton District Arena,photo,2558,7385
2025/02/09,Middleton District Arena,story,2568,7404
2025/02/09,Middleton District Arena,photo,2571,7408
2025/02/09,Centre Sportif Normandin,photo,2679,3499
2025/02/09,Centre Sportif Normandin,photo,2682,3503
2025/02/09,Middleton District Arena,photo,2574,7411
2025/02/09,Middleton District Arena,note,2575,7412
2025/02/09,Middleton District Arena,note,2576,7413
2025/02/09,Haldimand Community Memorial Arena,note,713,1349
2025/02/09,Honeywood Arena,photo,4519,12197
2025/02/09,Honeywood Arena,photo,4522,12205
2025/02/09,Honeywood Arena,photo,4525,12214
2025/02/09,Aréna Saint-Boniface,note,3252,8858
2025/02/09,Haldimand Community Memorial Arena,photo,716,1352
2025/02/09,Haldimand Community Memorial Arena,photo,719,1355
2025/02/09,Aréna Saint-Boniface,photo,3255,8875
2025/02/09,Aréna Saint-Boniface,note,3256,8876
2025/02/09,Haldimand Community Memorial Arena,photo,722,1358
2025/02/09,Aréna Saint-Boniface,photo,3259,8894
2025/02/09,St Boniface,story,41,72
2025/02/09,Aréna Saint-Boniface,story,3269,8925
2025/02/09,Aréna Saint-Boniface,note,3270,8926
2025/02/09,Pete Knight Arena,photo,3073,12920
2025/02/09,Pete Knight Arena,photo,3076,12927
2025/02/09,Rolling Hills Arena,story,972,1929
2025/02/09,Pete Knight Arena,photo,3079,12934
2025/02/09,Rolling Hills Arena,note,973,1930
2025/02/09,Middleton District Arena,note,2577,7414
2025/02/09,Rolling Hills Arena,photo,976,1934
2025/02/09,Rolling Hills Arena,photo,979,1938
2025/02/09,Sam Ault Arena,story,211,315
2025/02/09,Middleton District Arena,story,2587,7432
2025/02/09,Middleton District Arena,story,2597,7449
2025/02/09,Middleton District Arena,photo,2600,7453
2025/02/09,Redwood Meadows Arena,photo,302,323
2025/02/09,Delburne AG Arena,story,334,901
2025/02/09,Aréna Saint-Boniface,note,3271,8927
2025/02/09,Trout Creek Community Centre,photo,8759,43139
2025/02/09,Aréna Saint-Boniface,story,3281,8953
2025/02/09,Pete Knight Arena,story,3089,12983
2025/02/09,Pete Knight Arena,photo,3092,12992
2025/02/09,Pete Knight Arena,photo,3095,13001
2025/02/09,Pete Knight Arena,photo,3098,13009
2025/02/09,Pete Knight Arena,photo,3101,13019
2025/02/09,Bashaw Arena,story,3597,14279
2025/02/09,Bashaw Arena,photo,3600,14294
2025/02/09,Bashaw Arena,photo,3603,14307
2025/02/09,Bashaw Arena,note,3604,14308
2025/02/09,Aréna Saint-Boniface,story,3291,8983
2025/02/09,Pete Knight Arena,story,3111,13068
2025/02/09,Aréna Saint-Boniface,photo,3294,8999
2025/02/09,Middleton District Arena,note,2601,7454
2025/02/09,Aréna Saint-Boniface,photo,3297,9012
2025/02/09,Middleton District Arena,photo,2604,7457
2025/02/09,Sackville Arena (LDRA),note,7663,24242
2025/02/09,Middleton District Arena,photo,2607,7460
2025/02/09,Sackville Arena (LDRA),photo,7666,24257
2025/02/09,Bashaw Arena,note,3605,14309
2025/02/09,Frank Crane Arena,story,292,326
2025/02/09,North Peace Arena,note,448,634
2025/02/09,Bashaw Arena,photo,3608,14324
2025/02/09,Pete Knight Arena,photo,3114,13077
2025/02/09,Pete Knight Arena,photo,3117,13084
2025/02/09,Middleton District Arena,photo,2610,7463
2025/02/09,Middleton District Arena,story,2620,7482
2025/02/09,Middleton District Arena,photo,2623,7486
2025/02/09,Middleton District Arena,note,2624,7487
2025/02/09,Middleton District Arena,note,2625,7488
2025/02/09,Aréna Saint-Boniface,photo,3300,9037
2025/02/09,Pete Knight Arena,story,3127,13134
2025/02/09,Middleton District Arena,photo,2628,7491
2025/02/09,Aréna Saint-Boniface,note,3301,9038
2025/02/09,Aréna Saint-Boniface,story,3311,9066
2025/02/09,Aréna Saint-Boniface,story,3321,9097
2025/02/09,Middleton District Arena,story,2638,7510
2025/02/09,Aréna Saint-Boniface,story,3331,9126
2025/02/09,Middleton District Arena,story,2648,7528
2025/02/09,Middleton District Arena,photo,2651,7531
2025/02/09,Middleton District Arena,note,2652,7532
2025/02/09,Middleton District Arena,photo,2655,7536
2025/02/09,Middleton District Arena,note,2656,7537
2025/02/09,Middleton District Arena,note,2657,7538
2025/02/09,Middleton District Arena,photo,2660,7541
2025/02/09,Middleton District Arena,photo,2663,7544
2025/02/09,Middleton District Arena,note,2664,7545
2025/02/09,Lac du Bonnet Arena,photo,3,3
2025/02/09,Pete Knight Arena,story,3137,13188
2025/02/09,Middleton District Arena,photo,2667,7549
2025/02/09,Aréna Saint-Boniface,note,3332,9127
2025/02/09,Rolling Hills Arena,photo,982,1943
2025/02/09,Aréna Saint-Boniface,photo,3335,9153
2025/02/09,Aréna Saint-Boniface,photo,3338,9179
2025/02/09,Aréna Saint-Boniface,photo,3341,9202
2025/02/09,Middleton District Arena,note,2668,7550
2025/02/09,Middleton District Arena,story,2678,7567
2025/02/09,Middleton District Arena,story,2688,7585
2025/02/09,Middleton District Arena,note,2689,7586
2025/02/09,Middleton District Arena,note,2690,7587
2025/02/09,Cremona Ag Society Community Arena,story,163,199
2025/02/09,Frank Crane Arena,photo,295,329
2025/02/09,Bashaw Arena,photo,3611,14343
2025/02/09,Cremona Ag Society Community Arena,photo,166,203
2025/02/09,Cremona Ag Society Community Arena,note,167,204
2025/02/09,Trout Creek Community Centre,photo,8762,43149
2025/02/09,Ivor MacDonald Memorial Arena,story,397,1685
2025/02/09,Pete Knight Arena,story,3147,13246
2025/02/09,Ivor MacDonald Memorial Arena,photo,400,1703
2025/02/09,Ivor MacDonald Memorial Arena,photo,403,1722
2025/02/09,Ivor MacDonald Memorial Arena,photo,406,1740
2025/02/09,Ivor MacDonald Memorial Arena,photo,409,1759
2025/02/09,Ivor MacDonald Memorial Arena,photo,412,1780
2025/02/09,Ivor MacDonald Memorial Arena,photo,415,1799
2025/02/09,Ivor MacDonald Memorial Arena,photo,418,1824
2025/02/09,Ivor MacDonald Memorial Arena,photo,421,1846
2025/02/09,Middleton District Arena,story,2700,7609
2025/02/09,Trout Creek Community Centre,photo,8765,43158
2025/02/09,Trout Creek Community Centre,photo,8768,43168
2025/02/09,Trout Creek Community Centre,photo,8771,43178
2025/02/09,Trout Creek Community Centre,photo,8774,43188
2025/02/09,Fox Valley Skating Arena,photo,838,1994
2025/02/09,Ivor MacDonald Memorial Arena,photo,424,1868
2025/02/09,Ivor MacDonald Memorial Arena,photo,427,1888
2025/02/09,Ivor MacDonald Memorial Arena,photo,430,1906
2025/02/09,Ivor MacDonald Memorial Arena,photo,433,1925
2025/02/09,Ivor MacDonald Memorial Arena,photo,436,1945
2025/02/09,Fox Valley Skating Arena,photo,841,2003
2025/02/09,Fox Valley Skating Arena,photo,844,2012
2025/02/09,Fox Valley Skating Arena,photo,847,2021
2025/02/09,Fox Valley Skating Arena,photo,850,2030
2025/02/09,Honeywood Arena,note,4526,12215
2025/02/09,Honeywood Arena,photo,4529,12222
2025/02/09,Aréna Saint-Boniface,note,3342,9203
2025/02/09,Honeywood Arena,photo,4532,12229
2025/02/09,Honeywood Arena,photo,4535,12236
2025/02/09,Fox Valley Skating Arena,note,851,2031
2025/02/09,Honeywood Arena,photo,4538,12244
2025/02/09,Honeywood Arena,photo,4541,12251
2025/02/09,Honeywood Arena,photo,4544,12258
2025/02/09,Pete Knight Arena,story,3157,13310
2025/02/09,North Peace Arena,story,458,647
2025/02/09,Middleton District Arena,note,2701,7610
2025/02/09,Frank Crane Arena,story,305,340
2025/02/09,Kings Arrow Arena,story,112,125
2025/02/09,Honeywood Arena,story,4554,12287
2025/02/09,Big River Arena,story,737,1728
2025/02/09,Kings Arrow Arena,photo,115,128
2025/02/09,Kings Arrow Arena,photo,118,131
2025/02/09,Kings Arrow Arena,photo,121,134
2025/02/09,Trout Creek Community Centre,note,8775,43189
2025/02/09,Kings Arrow Arena,photo,124,137
2025/02/09,Delburne AG Arena,story,344,919
2025/02/09,Kings Arrow Arena,photo,127,140
2025/02/09,Delburne AG Arena,photo,347,927
2025/02/09,Ivor MacDonald Memorial Arena,photo,439,1968
2025/02/09,Delburne AG Arena,note,348,928
2025/02/09,Pete Knight Arena,photo,3160,13318
2025/02/09,Honeywood Arena,photo,4557,12295
2025/02/09,Honeywood Arena,photo,4560,12303
2025/02/09,Pete Knight Arena,photo,3163,13328
2025/02/09,Pete Knight Arena,photo,3166,13337
2025/02/09,Iceberg Arena,note,59,60
2025/02/09,Centre Sportif Normandin,note,2683,3504
2025/02/09,Pete Knight Arena,photo,3169,13346
2025/02/09,Middleton District Arena,story,2711,7630
2025/02/09,Pete Knight Arena,photo,3172,13356
2025/02/09,Honeywood Arena,story,4570,12331
2025/02/09,Middleton District Arena,note,2712,7631
2025/02/09,Pete Knight Arena,note,3173,13357
2025/02/09,Middleton District Arena,photo,2715,7635
2025/02/09,Pete Knight Arena,photo,3176,13368
2025/02/09,Pete Knight Arena,photo,3179,13379
2025/02/09,Middleton District Arena,note,2716,7636
2025/02/09,Honeywood Arena,photo,4573,12341
2025/02/09,Honeywood Arena,photo,4576,12350
2025/02/09,Middleton District Arena,note,2717,7637
2025/02/09,Frank Crane Arena,photo,308,343
2025/02/09,Trout Creek Community Centre,note,8776,43190
2025/02/09,Frank Crane Arena,photo,311,346
2025/02/09,Pete Knight Arena,photo,3182,13392
2025/02/09,Pete Knight Arena,photo,3185,13405
2025/02/09,Honeywood Arena,photo,4579,12360
2025/02/09,Frank Crane Arena,photo,314,349
2025/02/09,Frank Crane Arena,photo,317,352
2025/02/09,Kings Arrow Arena,story,137,150
2025/02/09,Frank Crane Arena,story,327,363
2025/02/09,Pete Knight Arena,photo,3188,13422
2025/02/09,Kings Arrow Arena,note,138,151
2025/02/09,Trout Creek Community Centre,story,8786,43217
2025/02/09,Frank Crane Arena,photo,330,366
2025/02/09,Fox Valley Skating Arena,story,861,2050
2025/02/09,Frank Crane Arena,note,331,367
2025/02/09,Aréna Saint-Boniface,story,3352,9234
2025/02/09,Middleton District Arena,note,2718,7638
2025/02/09,Middleton District Arena,photo,2721,7645
2025/02/09,Middleton District Arena,photo,2724,7649
2025/02/09,Middleton District Arena,photo,2727,7654
2025/02/09,John Levi Community Centre,story,181,276
2025/02/09,Middleton District Arena,photo,2730,7657
2025/02/09,Redvers rec centre,photo,512,983
2025/02/09,Redvers rec centre,photo,515,990
2025/02/09,Redvers rec centre,photo,518,997
2025/02/09,John Levi Community Centre,note,182,277
2025/02/09,Redvers rec centre,photo,521,1003
2025/02/09,Sackville Arena (LDRA),photo,7669,24276
2025/02/09,Sackville Arena (LDRA),photo,7672,24293
2025/02/09,North Hastings Community Centre,story,911,3364
2025/02/09,Pete Knight Arena,video,3198,13443
2025/02/09,Middleton District Arena,story,2740,7676
2025/02/09,Middleton District Arena,story,2750,7696
2025/02/09,Pete Knight Arena,photo,3201,13456
2025/02/09,Centre récréatif de Donnacona,photo,183,223
2025/02/09,Trout Creek Community Centre,story,8796,43243
2025/02/09,Middleton District Arena,note,2751,7697
2025/02/09,Trout Creek Community Centre,photo,8799,43252
2025/02/09,Trout Creek Community Centre,photo,8802,43264
2025/02/09,Trout Creek Community Centre,photo,8805,43273
2025/02/09,Trout Creek Community Centre,photo,8808,43282
2025/02/09,Trout Creek Community Centre,photo,8811,43291
2025/02/09,Trout Creek Community Centre,note,8812,43292
2025/02/09,Aréna Saint-Boniface,note,3353,9235
2025/02/09,Trout Creek Community Centre,story,8822,43320
2025/02/09,Trout Creek Community Centre,note,8823,43321
2025/02/09,Pete Knight Arena,photo,3204,13468
2025/02/09,Middleton District Arena,note,2752,7698
2025/02/09,Pete Knight Arena,note,3205,13469
2025/02/09,Haldimand Community Memorial Arena,photo,725,1361
2025/02/09,Haldimand Community Memorial Arena,photo,728,1364
2025/02/09,Frank Crane Arena,photo,334,370
2025/02/09,Haldimand Community Memorial Arena,note,729,1365
2025/02/09,Trout Creek Community Centre,story,8833,43346
2025/02/09,Frank Crane Arena,photo,337,373
2025/02/09,Trout Creek Community Centre,photo,8836,43355
2025/02/09,Trout Creek Community Centre,photo,8839,43364
2025/02/09,Trout Creek Community Centre,photo,8842,43373
2025/02/09,Trout Creek Community Centre,photo,8845,43382
2025/02/09,Trout Creek Community Centre,photo,8848,43391
2025/02/09,Pete Knight Arena,story,3215,13539
2025/02/09,Trout Creek Community Centre,story,8858,43418
2025/02/09,Middleton District Arena,story,2762,7719
2025/02/09,Trout Creek Community Centre,note,8859,43419
2025/02/09,Middleton District Arena,note,2763,7720
2025/02/09,Pete Knight Arena,note,3216,13540
2025/02/09,Frank Crane Arena,photo,340,376
2025/02/09,Trout Creek Community Centre,story,8869,43440
2025/02/09,Trout Creek Community Centre,photo,8872,43449
2025/02/09,Trout Creek Community Centre,photo,8875,43458
2025/02/09,Trout Creek Community Centre,photo,8878,43467
2025/02/09,Trout Creek Community Centre,photo,8881,43476
2025/02/09,Trout Creek Community Centre,photo,8884,43485
2025/02/09,John Levi Community Centre,story,192,289
2025/02/09,Trout Creek Community Centre,note,8885,43486
2025/02/09,Middleton District Arena,story,2773,7730
2025/02/09,John Levi Community Centre,photo,195,296
2025/02/09,Sam Ault Arena,photo,214,318
2025/02/09,Sam Ault Arena,photo,217,321
2025/02/09,Sam Ault Arena,photo,220,324
2025/02/09,Middleton District Arena,photo,2776,7734
2025/02/09,Rolling Hills Arena,story,992,1960
2025/02/09,Middleton District Arena,photo,2779,7737
2025/02/09,Frank Crane Arena,photo,343,379
2025/02/09,Middleton District Arena,photo,2782,7741
2025/02/09,Aréna Saint-Boniface,story,3363,9265
2025/02/09,Middleton District Arena,story,2792,7751
2025/02/09,Trout Creek Community Centre,story,8895,43507
2025/02/09,Frank Crane Arena,photo,346,382
2025/02/09,Trout Creek Community Centre,photo,8898,43516
2025/02/09,Trout Creek Community Centre,photo,8901,43525
2025/02/09,Middleton District Arena,story,2802,7761
2025/02/09,Trout Creek Community Centre,photo,8904,43534
2025/02/09,Trout Creek Community Centre,photo,8907,43543
2025/02/09,Trout Creek Community Centre,photo,8910,43553
2025/02/09,Trout Creek Community Centre,note,8911,43554
2025/02/09,Irma Arena,photo,221,233
2025/02/09,Irma Arena,photo,224,236
2025/02/09,Middleton District Arena,story,2812,7771
2025/02/09,Aréna Saint-Boniface,note,3364,9266
2025/02/09,Trout Creek Community Centre,story,8921,43575
2025/02/09,Middleton District Arena,story,2822,7781
2025/02/09,Trout Creek Community Centre,note,8922,43576
2025/02/09,Middleton District Arena,note,2823,7782
2025/02/09,Trout Creek Community Centre,story,8932,43597
2025/02/09,Trout Creek Community Centre,photo,8935,43606
2025/02/09,Trout Creek Community Centre,photo,8938,43615
2025/02/09,Trout Creek Community Centre,photo,8941,43624
2025/02/09,Trout Creek Community Centre,photo,8944,43633
2025/02/09,Middleton District Arena,story,2833,7792
2025/02/09,Trout Creek Community Centre,note,8945,43634
2025/02/09,Trout Creek Community Centre,photo,8948,43643
2025/02/09,Aréna Saint-Boniface,photo,3367,9275
2025/02/09,Trout Creek Community Centre,note,8949,43644
2025/02/09,Ivor MacDonald Memorial Arena,photo,442,1976
2025/02/09,Trout Creek Community Centre,story,8959,43664
2025/02/09,Aréna Saint-Boniface,story,3377,9313
2025/02/09,Trout Creek Community Centre,story,8969,43685
2025/02/09,Trout Creek Community Centre,photo,8972,43694
2025/02/09,Fox Valley Skating Arena,note,862,2051
2025/02/09,Trout Creek Community Centre,photo,8975,43703
2025/02/09,Trout Creek Community Centre,photo,8978,43713
2025/02/09,Trout Creek Community Centre,photo,8981,43722
2025/02/09,Trout Creek Community Centre,photo,8984,43731
2025/02/09,Trout Creek Community Centre,note,8985,43732
2025/02/09,Middleton District Arena,story,2843,7802
2025/02/09,Aréna Luc & Marie-Claude de Baie Saint-Paul,note,35,35
2025/02/09,Sackville Arena (LDRA),note,7673,24294
2025/02/09,Rolling Hills Arena,photo,995,1964
2025/02/09,Rolling Hills Arena,photo,998,1969
2025/02/09,Rolling Hills Arena,photo,1001,1973
2025/02/09,Ivor MacDonald Memorial Arena,photo,445,1983
2025/02/09,Middleton District Arena,note,2844,7803
2025/02/09,Sackville Arena (LDRA),photo,7676,24315
2025/02/09,Middleton District Arena,story,2854,7813
2025/02/09,Aréna Saint-Boniface,photo,3380,9323
2025/02/09,Aréna Saint-Boniface,photo,3383,9335
2025/02/09,Trout Creek Community Centre,story,8995,43753
2025/02/09,Trout Creek Community Centre,story,9005,43775
2025/02/09,Trout Creek Community Centre,photo,9008,43784
2025/02/09,Trout Creek Community Centre,photo,9011,43793
2025/02/09,Middleton District Arena,note,2855,7814
2025/02/09,Trout Creek Community Centre,photo,9014,43802
2025/02/09,Trout Creek Community Centre,photo,9017,43811
2025/02/09,Trout Creek Community Centre,photo,9020,43820
2025/02/09,Trout Creek Community Centre,note,9021,43821
2025/02/09,Rolling Hills Arena,story,1011,1990
2025/02/09,Trout Creek Community Centre,photo,9024,43832
2025/02/09,Sackville Arena (LDRA),photo,7679,24335
2025/02/09,Frank Crane Arena,photo,349,385
2025/02/09,Middleton District Arena,note,2856,7815
2025/02/09,Middleton District Arena,photo,2859,7818
2025/02/09,Rolling Hills Arena,photo,1014,1993
2025/02/09,Rolling Hills Arena,note,1015,1994
2025/02/09,Sackville Arena (LDRA),photo,7682,24359
2025/02/09,Big River Arena,note,738,1729
2025/02/09,Big River Arena,story,748,1743
2025/02/09,Middleton District Arena,story,2869,7828
2025/02/09,Trout Creek Community Centre,story,9034,43853
2025/02/09,Sam Ault Arena,note,221,325
2025/02/09,Trout Creek Community Centre,note,9035,43854
2025/02/09,Rolling Hills Arena,story,1025,2012
2025/02/09,Rolling Hills Arena,photo,1028,2016
2025/02/09,Big River Arena,photo,751,1749
2025/02/09,Sackville Arena (LDRA),photo,7685,24380
2025/02/09,Big River Arena,photo,754,1754
2025/02/09,Middleton District Arena,story,2879,7838
2025/02/09,Rolling Hills Arena,note,1029,2017
2025/02/09,Middleton District Arena,note,2880,7839
2025/02/09,Kings Arrow Arena,story,148,161
2025/02/09,Big River Arena,photo,757,1759
2025/02/09,Trout Creek Community Centre,story,9045,43875
2025/02/09,Trout Creek Community Centre,note,9046,43876
2025/02/09,Big River Arena,note,758,1760
2025/02/09,Hespeler Memorial Arena,note,132,188
2025/02/09,Trout Creek Community Centre,story,9056,43898
2025/02/09,Middleton District Arena,note,2881,7840
2025/02/09,Trout Creek Community Centre,note,9057,43899
2025/02/09,Trout Creek Community Centre,note,9058,43900
2025/02/09,Trout Creek Community Centre,story,9068,43921
2025/02/09,Rolling Hills Arena,photo,1032,2022
2025/02/09,Trout Creek Community Centre,photo,9071,43930
2025/02/09,Trout Creek Community Centre,photo,9074,43940
2025/02/09,Trout Creek Community Centre,photo,9077,43949
2025/02/09,Trout Creek Community Centre,photo,9080,43958
2025/02/09,Big River Arena,story,768,1773
2025/02/09,Trout Creek Community Centre,photo,9083,43968
2025/02/09,Trout Creek Community Centre,photo,9086,43978
2025/02/09,Trout Creek Community Centre,photo,9089,43987
2025/02/09,Trout Creek Community Centre,photo,9092,43996
2025/02/09,Trout Creek Community Centre,photo,9095,44006
2025/02/09,Trout Creek Community Centre,photo,9098,44015
2025/02/09,Trout Creek Community Centre,story,9108,44038
2025/02/09,Trout Creek Community Centre,note,9109,44039
2025/02/09,Cupar Memorial Rink,photo,249,465
2025/02/09,Middleton District Arena,photo,2884,7845
2025/02/09,Bill Chaplin Arena,photo,199,508
2025/02/09,John Levi Community Centre,note,196,297
2025/02/09,Pete Knight Arena,photo,3219,13553
2025/02/09,Honeywood Arena,photo,4582,12369
2025/02/09,Pete Knight Arena,photo,3222,13566
2025/02/09,Bill Chaplin Arena,photo,202,516
2025/02/09,Honeywood Arena,photo,4585,12379
2025/02/09,Pete Knight Arena,photo,3225,13585
2025/02/09,Centre Sportif Normandin,photo,2686,3508
2025/02/09,Pete Knight Arena,photo,3228,13600
2025/02/09,Middleton District Arena,note,2885,7846
2025/02/09,Centre Sportif Normandin,photo,2689,3513
2025/02/09,Bashaw Arena,note,3612,14344
2025/02/09,Centre Sportif Normandin,note,2690,3514
2025/02/09,Baysville Ice Skating Rink,story,10,10
2025/02/09,Trout Creek Community Centre,story,9119,44063
2025/02/09,Trout Creek Community Centre,note,9120,44064
2025/02/09,Aréna Saint-Boniface,photo,3386,9343
2025/02/09,Aréna Saint-Boniface,photo,3389,9353
2025/02/09,Aréna Saint-Boniface,photo,3392,9363
2025/02/09,Middleton District Arena,photo,2888,7850
2025/02/09,Middleton District Arena,photo,2891,7855
2025/02/09,Bill Chaplin Arena,photo,205,526
2025/02/09,Honeywood Arena,photo,4588,12390
2025/02/09,Bill Chaplin Arena,photo,208,536
2025/02/09,Bill Chaplin Arena,photo,211,546
2025/02/09,Bill Chaplin Arena,photo,214,556
2025/02/09,Centre Sportif Normandin,story,2700,3525
2025/02/09,Trout Creek Community Centre,story,9130,44087
2025/02/09,Trout Creek Community Centre,note,9131,44088
2025/02/09,Middleton District Arena,story,2901,7866
2025/02/09,Memorial Community Centre Arena,photo,206,214
2025/02/09,Memorial Community Centre Arena,photo,209,217
2025/02/09,Centre Sportif Normandin,story,2710,3536
2025/02/09,Ron Gorr Memorial Arena,note,384,762
2025/02/09,Memorial Community Centre Arena,note,210,218
2025/02/09,Middleton District Arena,photo,2904,7871
2025/02/09,Bashaw Arena,story,3622,14384
2025/02/09,Trout Creek Community Centre,photo,9134,44099
2025/02/09,Bashaw Arena,photo,3625,14402
2025/02/09,Middleton District Arena,story,2914,7882
2025/02/09,Bashaw Arena,note,3626,14403
2025/02/09,Sackville Arena (LDRA),photo,7688,24397
2025/02/09,Delburne AG Arena,note,349,929
2025/02/09,Pete Knight Arena,photo,3231,13618
2025/02/09,Middleton District Arena,photo,2917,7887
2025/02/09,Middleton District Arena,photo,2920,7891
2025/02/09,Middleton District Arena,photo,2923,7896
2025/02/09,Middleton District Arena,photo,2926,7901
2025/02/09,Delburne AG Arena,photo,352,939
2025/02/09,Delburne AG Arena,photo,355,948
2025/02/09,Frank Crane Arena,photo,352,389
2025/02/09,Aréna Saint-Boniface,note,3393,9364
2025/02/09,Trout Creek Community Centre,photo,9137,44110
2025/02/09,Middleton District Arena,photo,2929,7904
2025/02/09,Middleton District Arena,photo,2932,7908
2025/02/09,Middleton District Arena,photo,2935,7911
2025/02/09,Kings Arrow Arena,story,158,171
2025/02/09,Middleton District Arena,note,2936,7912
2025/02/09,Kings Arrow Arena,note,159,172
2025/02/09,Big River Arena,note,769,1774
2025/02/09,Middleton District Arena,photo,2939,7917
2025/02/09,Middleton District Arena,note,2940,7918
2025/02/09,Pete Knight Arena,story,3241,13639
2025/02/09,Aréna Saint-Boniface,photo,3396,9381
2025/02/09,Aréna Saint-Boniface,photo,3399,9397
2025/02/09,Rolling Hills Arena,photo,1035,2027
2025/02/09,Rolling Hills Arena,photo,1038,2032
2025/02/09,Rolling Hills Arena,note,1039,2033
2025/02/09,Rolling Hills Arena,story,1049,2051
2025/02/09,Trout Creek Community Centre,story,9147,44132
2025/02/09,Trout Creek Community Centre,photo,9150,44141
2025/02/09,Trout Creek Community Centre,photo,9153,44150
2025/02/09,Trout Creek Community Centre,photo,9156,44160
2025/02/09,Trout Creek Community Centre,photo,9159,44170
2025/02/09,Middleton District Arena,story,2950,7929
2025/02/09,Trout Creek Community Centre,photo,9162,44180
2025/02/09,Rolling Hills Arena,story,1059,2069
2025/02/09,Trout Creek Community Centre,note,9163,44181
2025/02/09,Pete Knight Arena,note,3242,13640
2025/02/09,Middleton District Arena,note,2951,7930
2025/02/09,Aréna Saint-Boniface,story,3409,9428
2025/02/09,Trout Creek Community Centre,story,9173,44204
2025/02/09,Aréna Saint-Boniface,story,3419,9460
2025/02/09,Trout Creek Community Centre,photo,9176,44213
2025/02/09,Trout Creek Community Centre,photo,9179,44222
2025/02/09,Trout Creek Community Centre,photo,9182,44232
2025/02/09,Trout Creek Community Centre,photo,9185,44241
2025/02/09,Trout Creek Community Centre,photo,9188,44250
2025/02/09,Don Cruickshank Memorial Arena,note,523,1190
2025/02/09,Trout Creek Community Centre,note,9189,44251
2025/02/09,Honeywood Arena,photo,4591,12403
2025/02/09,Sackville Arena (LDRA),story,7698,24432
2025/02/09,Sackville Arena (LDRA),photo,7701,24448
2025/02/09,Don Cruickshank Memorial Arena,photo,526,1194
2025/02/09,Trout Creek Community Centre,story,9199,44276
2025/02/09,Trout Creek Community Centre,photo,9202,44286
2025/02/09,Trout Creek Community Centre,photo,9205,44298
2025/02/09,Trout Creek Community Centre,photo,9208,44308
2025/02/09,Trout Creek Community Centre,photo,9211,44318
2025/02/09,Trout Creek Community Centre,photo,9214,44334
2025/02/09,Trout Creek Community Centre,note,9215,44335
2025/02/09,Riverton Arena,story,547,1106
2025/02/09,Irma Arena,photo,227,239
2025/02/09,Irma Arena,note,228,240
2025/02/09,Aréna Saint-Boniface,note,3420,9461
2025/02/09,Pete Knight Arena,photo,3245,13658
2025/02/09,Pete Knight Arena,note,3246,13659
2025/02/09,Honeywood Arena,note,4592,12404
2025/02/09,Bashaw Arena,story,3636,14444
2025/02/09,Rolling Hills Arena,story,1069,2087
2025/02/09,Arborg & District Arena,photo,1069,1168
2025/02/09,Rolling Hills Arena,photo,1072,2091
2025/02/09,Irma Arena,photo,231,243
2025/02/09,Irma Arena,photo,234,246
