Date, Arena, Type, Raw Points, Points
2025/01/24,North Peace Arena,photo,143,211
2025/01/24,North Peace Arena,photo,146,215
2025/01/24,Trout Creek Community Centre,story,3814,26498
2025/01/24,Sackville Arena (LDRA),photo,4395,15081
2025/01/24,Sackville Arena (LDRA),photo,4398,15089
2025/01/24,Sackville Arena (LDRA),story,4408,15126
2025/01/24,Trout Creek Community Centre,note,3815,26499
2025/01/24,Sackville Arena (LDRA),note,4409,15127
2025/01/24,Galt Arena Gardens,photo,27,27
2025/01/24,Fox Valley Skating Arena,note,93,265
2025/01/24,Honeywood Arena,photo,1274,4076
2025/01/24,Sackville Arena (LDRA),story,4419,15163
2025/01/24,Sackville Arena (LDRA),note,4420,15164
2025/01/24,Sackville Arena (LDRA),photo,4423,15173
2025/01/24,Sackville Arena (LDRA),photo,4426,15182
2025/01/24,Fox Valley Skating Arena,story,103,286
2025/01/24,Trout Creek Community Centre,photo,3818,26515
2025/01/24,Kingston Memorial Centre,photo,244,369
2025/01/24,St. Isidore Recreation Centre,photo,323,1126
2025/01/24,Sackville Arena (LDRA),photo,4429,15191
2025/01/24,St. Isidore Recreation Centre,photo,326,1133
2025/01/24,Sackville Arena (LDRA),photo,4432,15199
2025/01/24,Aréna St-Cyrille,photo,28,36
2025/01/24,Sackville Arena (LDRA),photo,4435,15208
2025/01/24,Sackville Arena (LDRA),note,4436,15209
2025/01/25,Trout Creek Community Centre,story,3828,26542
2025/01/25,Sackville Arena (LDRA),note,4437,15210
2025/01/25,Trout Creek Community Centre,photo,3831,26553
2025/01/25,Trout Creek Community Centre,photo,3834,26566
2025/01/25,Trout Creek Community Centre,story,3844,26627
2025/01/25,Trout Creek Community Centre,photo,3847,26637
2025/01/25,Aréna St-Cyrille,note,29,37
2025/01/25,Wilfred T Lipton Arena,story,120,164
2025/01/25,Honeywood Arena,note,1275,4077
2025/01/25,Trout Creek Community Centre,story,3857,26659
2025/01/25,Sackville Arena (LDRA),story,4447,15252
2025/01/25,Trout Creek Community Centre,note,3858,26660
2025/01/25,Sackville Arena (LDRA),photo,4450,15260
2025/01/25,Sackville Arena (LDRA),photo,4453,15268
2025/01/25,Sackville Arena (LDRA),story,4463,15308
2025/01/25,Sackville Arena (LDRA),note,4464,15309
2025/01/25,Sackville Arena (LDRA),photo,4467,15318
2025/01/25,Sackville Arena (LDRA),photo,4470,15328
2025/01/25,Sackville Arena (LDRA),photo,4473,15337
2025/01/25,Trout Creek Community Centre,photo,3861,26673
2025/01/25,North Peace Arena,photo,149,219
2025/01/25,North Peace Arena,photo,152,223
2025/01/25,Sackville Arena (LDRA),note,4474,15338
2025/01/25,Honeywood Arena,photo,1278,4085
2025/01/25,Honeywood Arena,photo,1281,4094
2025/01/25,North Hastings Community Centre,note,654,2768
2025/01/25,St. Isidore Recreation Centre,story,336,1151
2025/01/25,St. Isidore Recreation Centre,photo,339,1158
2025/01/25,Sackville Arena (LDRA),photo,4477,15347
2025/01/25,St. Isidore Recreation Centre,photo,342,1166
2025/01/25,St. Isidore Recreation Centre,photo,345,1174
2025/01/25,St. Isidore Recreation Centre,story,355,1192
2025/01/25,Sackville Arena (LDRA),photo,4480,15356
2025/01/25,St. Isidore Recreation Centre,note,356,1193
2025/01/25,St. Isidore Recreation Centre,note,357,1194
2025/01/25,Fox Valley Skating Arena,story,113,308
2025/01/25,St. Isidore Recreation Centre,photo,360,1202
2025/01/25,St. Isidore Recreation Centre,photo,363,1210
2025/01/25,Sackville Arena (LDRA),story,4490,15375
2025/01/25,Sackville Arena (LDRA),note,4491,15376
2025/01/25,Fox Valley Skating Arena,photo,116,319
2025/01/25,St. Isidore Recreation Centre,photo,366,1217
2025/01/25,Fox Valley Skating Arena,note,117,320
2025/01/25,St. Isidore Recreation Centre,photo,369,1225
2025/01/25,Sackville Arena (LDRA),note,4492,15377
2025/01/25,Sackville Arena (LDRA),story,4502,15418
2025/01/25,Sackville Arena (LDRA),photo,4505,15427
2025/01/25,Eleanor Pew Memorial Arena,photo,223,290
2025/01/25,Sackville Arena (LDRA),photo,4508,15435
2025/01/25,Sackville Arena (LDRA),photo,4511,15444
2025/01/25,North Peace Arena,note,153,224
2025/01/25,Sackville Arena (LDRA),photo,4514,15453
2025/01/25,Kingston Memorial Centre,note,245,370
2025/01/25,North Peace Arena,story,163,238
2025/01/25,Complexe Sportif De St-Louis-De-France Inc,story,16,21
2025/01/25,St. Isidore Recreation Centre,photo,372,1232
2025/01/25,Sackville Arena (LDRA),story,4524,15491
2025/01/25,St. Isidore Recreation Centre,photo,375,1240
2025/01/25,St. Isidore Recreation Centre,photo,378,1248
2025/01/25,St. Isidore Recreation Centre,photo,381,1256
2025/01/25,Elm Creek Skating Rink,note,105,284
2025/01/25,Sackville Arena (LDRA),story,4534,15531
2025/01/25,Kaetlyn Osmond Arena,photo,796,1841
2025/01/25,Town of Innisfail Twin Arena,photo,48,48
2025/01/25,Town of Innisfail Twin Arena,photo,51,51
2025/01/25,Berens River Memorial Arena ,note,15,17
2025/01/25,Town of Innisfail Twin Arena,photo,54,54
2025/01/25,Town of Innisfail Twin Arena,note,55,55
2025/01/25,North Peace Arena,story,173,252
2025/01/25,Elm Creek Skating Rink,photo,108,295
2025/01/25,Sackville Arena (LDRA),story,4544,15575
2025/01/25,Trout Creek Community Centre,note,3862,26674
2025/01/25,Collingwood Eddie Bush Memorial Arena,story,10,10
2025/01/25,North Peace Arena,photo,176,256
2025/01/25,Trout Creek Community Centre,story,3872,26739
2025/01/25,Sackville Arena (LDRA),photo,4547,15583
2025/01/25,Sackville Arena (LDRA),photo,4550,15591
2025/01/25,Sackville Arena (LDRA),note,4551,15592
2025/01/25,Trout Creek Community Centre,story,3882,26762
2025/01/25,Sackville Arena (LDRA),photo,4554,15601
2025/01/25,Sackville Arena (LDRA),photo,4557,15609
2025/01/25,Sackville Arena (LDRA),photo,4560,15617
2025/01/25,Trout Creek Community Centre,photo,3885,26772
2025/01/25,Bienfait Memorial Arena,story,127,127
2025/01/25,Sackville Arena (LDRA),note,4561,15618
2025/01/25,Cupar Memorial Rink,note,109,259
2025/01/25,Honeywood Arena,photo,1284,4103
2025/01/25,Cupar Memorial Rink,photo,112,267
2025/01/25,Riverton Arena,story,191,473
2025/01/25,Sackville Arena (LDRA),note,4562,15619
2025/01/25,Sackville Arena (LDRA),story,4572,15661
2025/01/25,Sackville Arena (LDRA),story,4582,15708
2025/01/25,Sackville Arena (LDRA),note,4583,15709
2025/01/25,Trout Creek Community Centre,note,3886,26773
2025/01/25,Trout Creek Community Centre,photo,3889,26785
2025/01/25,Trout Creek Community Centre,photo,3892,26795
2025/01/25,Trout Creek Community Centre,photo,3895,26805
2025/01/25,Trout Creek Community Centre,photo,3898,26815
2025/01/25,St. Isidore Recreation Centre,photo,384,1264
2025/01/25,St. Isidore Recreation Centre,photo,387,1272
2025/01/25,Sackville Arena (LDRA),photo,4586,15720
2025/01/25,Sackville Arena (LDRA),photo,4589,15732
2025/01/25,Trout Creek Community Centre,story,3908,26838
2025/01/25,Trout Creek Community Centre,photo,3911,26852
2025/01/25,Sackville Arena (LDRA),photo,4592,15742
2025/01/25,Trout Creek Community Centre,photo,3914,26865
2025/01/25,Sackville Arena (LDRA),story,4602,15789
2025/01/25,Sackville Arena (LDRA),note,4603,15790
2025/01/25,Petitcodiac Arena,story,626,925
2025/01/25,Honeywood Arena,note,1285,4104
2025/01/25,A.G. Ross Arena,photo,23,24
2025/01/25,Oxbow Arena,story,10,10
2025/01/25,A.G. Ross Arena,photo,26,27
2025/01/25,Sackville Arena (LDRA),photo,4606,15799
2025/01/25,A.G. Ross Arena,note,27,28
2025/01/25,Sackville Arena (LDRA),note,4607,15800
2025/01/25,Trout Creek Community Centre,story,3924,26936
2025/01/25,Trout Creek Community Centre,story,3934,27001
2025/01/25,Trout Creek Community Centre,note,3935,27002
2025/01/25,Aréna Olympia,photo,3,5
2025/01/25,Aréna Olympia,photo,6,10
2025/01/25,Aréna Olympia,note,7,11
2025/01/25,Centre Sportif C E Boucher,note,79,79
2025/01/25,Aréna Olympia,story,17,21
2025/01/25,Honeywood Arena,photo,1288,4113
2025/01/25,Centre Sportif Charles-Edouard-Boucher,note,359,376
2025/01/25,Centre Sportif Charles-Edouard-Boucher,photo,362,379
2025/01/25,Centre Sportif Charles-Edouard-Boucher,photo,365,382
2025/01/25,Trout Creek Community Centre,story,3945,27029
2025/01/25,Centre Sportif Charles-Edouard-Boucher,photo,368,385
2025/01/25,Sackville Arena (LDRA),story,4617,15853
2025/01/25,Centre Sportif Charles-Edouard-Boucher,photo,371,388
2025/01/25,Centre Sportif Charles-Edouard-Boucher,photo,374,391
2025/01/25,Honeywood Arena,photo,1291,4122
2025/01/25,Sackville Arena (LDRA),story,4627,15904
2025/01/25,Sackville Arena (LDRA),photo,4630,15913
2025/01/25,Sackville Arena (LDRA),story,4640,15933
2025/01/25,Honeywood Arena,photo,1294,4131
2025/01/25,Sackville Arena (LDRA),photo,4643,15941
2025/01/25,Sackville Arena (LDRA),photo,4646,15951
2025/01/25,Sackville Arena (LDRA),photo,4649,15959
2025/01/25,Bienfait Memorial Arena,note,128,128
2025/01/25,Trout Creek Community Centre,photo,3948,27041
2025/01/25,Trout Creek Community Centre,photo,3951,27053
2025/01/25,Sackville Arena (LDRA),photo,4652,15967
2025/01/25,Sackville Arena (LDRA),note,4653,15968
2025/01/25,Trout Creek Community Centre,photo,3954,27070
2025/01/25,Sackville Arena (LDRA),photo,4656,15976
2025/01/25,Sackville Arena (LDRA),photo,4659,15984
2025/01/25,Sackville Arena (LDRA),photo,4662,15992
2025/01/25,Sackville Arena (LDRA),photo,4665,16003
2025/01/25,Sackville Arena (LDRA),photo,4668,16012
2025/01/25,Sackville Arena (LDRA),note,4669,16013
2025/01/25,Sackville Arena (LDRA),story,4679,16071
2025/01/25,Sackville Arena (LDRA),note,4680,16072
2025/01/25,South Cariboo Rec Center,story,10,10
2025/01/25,Trout Creek Community Centre,photo,3957,27085
2025/01/25,Trout Creek Community Centre,photo,3960,27099
2025/01/25,Trout Creek Community Centre,photo,3963,27113
2025/01/25,Bienfait Memorial Arena,story,138,138
2025/01/25,Fort Erie Leisureplex,note,34,37
2025/01/25,Capreol Community Centre and Arena,story,41,42
2025/01/25,Capreol Community Centre and Arena,note,42,43
2025/01/25,8th Hussars Sports Center,story,364,551
2025/01/25,Sackville Arena (LDRA),story,4690,16132
2025/01/25,Honeywood Arena,photo,1297,4141
2025/01/25,Honeywood Arena,photo,1300,4151
2025/01/25,Trout Creek Community Centre,note,3964,27114
2025/01/25,Honeywood Arena,photo,1303,4160
2025/01/25,Fox Valley Skating Arena,story,127,340
2025/01/25,Brooke-Alvinston-Inwood Community Centre Complex,photo,159,275
2025/01/25,Brooke-Alvinston-Inwood Community Centre Complex,photo,162,280
2025/01/25,Brooke-Alvinston-Inwood Community Centre Complex,photo,165,286
2025/01/25,Brooke-Alvinston-Inwood Community Centre Complex,photo,168,291
2025/01/25,Redvers rec center,story,720,4109
2025/01/25,Trout Creek Community Centre,photo,3967,27128
2025/01/25,Trout Creek Community Centre,story,3977,27153
2025/01/25,Redvers rec center,note,721,4110
2025/01/25,Didsbury Memorial Complex Arena,photo,32,32
2025/01/25,La Glace Recreation Centre,story,380,515
2025/01/25,Redvers rec center,photo,724,4134
2025/01/25,Redvers rec center,photo,727,4157
2025/01/25,La Glace Recreation Centre,note,381,516
2025/01/25,Redvers rec center,photo,730,4179
2025/01/25,Redvers rec center,photo,733,4203
2025/01/25,Redvers rec center,photo,736,4229
2025/01/25,Honeywood Arena,story,1313,4192
2025/01/25,Honeywood Arena,photo,1316,4200
2025/01/25,Sackville Arena (LDRA),photo,4693,16141
2025/01/25,Trout Creek Community Centre,story,3987,27222
2025/01/25,Sackville Arena (LDRA),photo,4696,16150
2025/01/25,Fox Valley Skating Arena,photo,130,351
2025/01/25,Sackville Arena (LDRA),photo,4699,16159
2025/01/25,Fort Erie Leisureplex,story,44,47
2025/01/25,Trout Creek Community Centre,story,3997,27254
2025/01/25,Redvers rec center,story,746,4255
2025/01/25,La Glace Recreation Centre,story,391,527
2025/01/25,La Glace Recreation Centre,photo,394,530
2025/01/25,La Glace Recreation Centre,note,395,531
2025/01/25,Wilfred T Lipton Arena,note,121,165
2025/01/25,Redvers rec center,photo,749,4276
2025/01/25,Redvers rec center,photo,752,4299
2025/01/25,Redvers rec center,photo,755,4322
2025/01/25,Redvers rec center,photo,758,4346
2025/01/25,Redvers rec center,photo,761,4373
2025/01/25,Athens Community Centre Centre 76,note,249,718
2025/01/25,Big River Arena,note,451,1243
2025/01/25,Memorial Community Centre Arena,photo,87,94
2025/01/25,Memorial Community Centre Arena,photo,90,97
2025/01/25,Memorial Community Centre Arena,photo,93,100
2025/01/25,Memorial Community Centre Arena,note,94,101
2025/01/25,Trout Creek Community Centre,note,3998,27255
2025/01/25,Trout Creek Community Centre,story,4008,27283
2025/01/25,Beeton Community Memorial Centre,photo,13,14
2025/01/25,Beeton Community Memorial Centre,photo,16,17
2025/01/25,Beeton Community Memorial Centre,photo,19,20
2025/01/25,Beeton Community Memorial Centre,photo,22,23
2025/01/25,Beeton Community Memorial Centre,photo,25,26
2025/01/25,Berens River First Nation,photo,3,3
2025/01/25,Berens River First Nation,photo,6,6
2025/01/25,Sackville Arena (LDRA),story,4709,16180
2025/01/25,North Peace Arena,story,186,270
2025/01/25,Sackville Arena (LDRA),note,4710,16181
2025/01/25,Sackville Arena (LDRA),photo,4713,16191
2025/01/25,Powell River Recreation Complex,story,20,20
2025/01/25,North Peace Arena,photo,189,274
2025/01/25,Arena Des Iles,story,10,10
2025/01/25,North Peace Arena,photo,192,279
2025/01/25,Berens River First Nation,photo,9,9
2025/01/25,Berens River First Nation,photo,12,12
2025/01/25,Powell River Recreation Complex,note,21,21
2025/01/25,Honeywood Arena,photo,1319,4208
2025/01/25,Sackville Arena (LDRA),photo,4716,16204
2025/01/25,Honeywood Arena,photo,1322,4216
2025/01/25,Honeywood Arena,photo,1325,4224
2025/01/25,Honeywood Arena,photo,1328,4231
2025/01/25,Honeywood Arena,photo,1331,4240
2025/01/25,Trout Creek Community Centre,photo,4011,27296
2025/01/25,Trout Creek Community Centre,photo,4014,27308
2025/01/25,Trout Creek Community Centre,photo,4017,27321
2025/01/25,Trout Creek Community Centre,photo,4020,27337
2025/01/25,Taylor District Ice Center,photo,32,32
2025/01/25,North Peace Arena,story,202,293
2025/01/25,Trout Creek Community Centre,note,4021,27338
2025/01/25,St. Isidore Recreation Centre,photo,390,1280
2025/01/25,Trout Creek Community Centre,note,4022,27339
2025/01/25,Ron Gorr Memorial Arena,photo,265,599
2025/01/25,Ron Gorr Memorial Arena,photo,268,606
2025/01/25,St. Isidore Recreation Centre,photo,393,1288
2025/01/25,St. Isidore Recreation Centre,photo,396,1297
2025/01/25,St. Isidore Recreation Centre,photo,399,1306
2025/01/25,Rolling Hills Arena,story,52,111
2025/01/25,Rolling Hills Arena,photo,55,119
2025/01/25,North Peace Arena,photo,205,298
2025/01/25,North Peace Arena,photo,208,303
2025/01/25,North Peace Arena,photo,211,308
2025/01/25,North Peace Arena,photo,214,313
2025/01/25,Trout Creek Community Centre,story,4032,27367
2025/01/25,Rolling Hills Arena,photo,58,128
2025/01/25,Rolling Hills Arena,photo,61,137
2025/01/25,Rolling Hills Arena,photo,64,146
2025/01/25,Redvers rec center,note,762,4374
2025/01/25,St. Isidore Recreation Centre,photo,402,1317
2025/01/25,St. Isidore Recreation Centre,photo,405,1328
2025/01/25,St. Isidore Recreation Centre,photo,408,1339
2025/01/25,St. Isidore Recreation Centre,photo,411,1350
2025/01/25,St. Isidore Recreation Centre,photo,414,1361
2025/01/25,St. Isidore Recreation Centre,note,415,1362
2025/01/25,Sackville Arena (LDRA),photo,4719,16214
2025/01/25,Trout Creek Community Centre,note,4033,27368
2025/01/25,Honeywood Arena,photo,1334,4248
2025/01/25,Rolling Hills Arena,story,74,163
2025/01/25,Trout Creek Community Centre,note,4034,27369
2025/01/25,Trout Creek Community Centre,photo,4037,27383
2025/01/25,Trout Creek Community Centre,photo,4040,27396
2025/01/25,Taylor District Ice Center,photo,35,35
2025/01/25,Rolling Hills Arena,note,75,164
2025/01/25,Redvers rec center,story,772,4402
2025/01/25,Redvers rec center,photo,775,4423
2025/01/25,Redvers rec center,note,776,4424
2025/01/25,Aréna Saint-Boniface,note,696,2251
2025/01/25,Aréna Saint-Boniface,photo,699,2263
2025/01/25,Trout Creek Community Centre,story,4050,27427
2025/01/25,Trout Creek Community Centre,story,4060,27457
2025/01/25,Aréna Saint-Boniface,story,709,2296
2025/01/25,Wilfred T Lipton Arena,note,122,166
2025/01/25,Trout Creek Community Centre,note,4061,27458
2025/01/25,Honeywood Arena,photo,1337,4258
2025/01/25,Taylor District Ice Center,story,45,45
2025/01/25,Honeywood Arena,photo,1340,4268
2025/01/25,Athens Community Centre Centre 76,story,259,738
2025/01/25,Amherst Stadium,note,14,15
2025/01/25,Honeywood Arena,story,1350,4287
2025/01/25,Redvers rec center,photo,779,4446
2025/01/25,Honeywood Arena,photo,1353,4298
2025/01/25,Honeywood Arena,photo,1356,4309
2025/01/25,Honeywood Arena,photo,1359,4321
2025/01/25,Honeywood Arena,photo,1362,4330
2025/01/25,Tamitik Jubilee Sports Complex,note,1,1
2025/01/25,Trout Creek Community Centre,note,4062,27459
2025/01/25,Aréna Guy Carboneau,story,10,10
2025/01/25,Trout Creek Community Centre,story,4072,27490
2025/01/25,Honeywood Arena,photo,1365,4339
2025/01/25,Honeywood Arena,photo,1368,4349
2025/01/25,Sackville Arena (LDRA),story,4729,16235
2025/01/25,Sackville Arena (LDRA),note,4730,16236
2025/01/25,Sackville Arena (LDRA),story,4740,16256
2025/01/25,Trout Creek Community Centre,story,4082,27517
2025/01/25,Walkerton Community Centre,photo,13,22
2025/01/25,Walkerton Community Centre,photo,16,27
2025/01/25,Walkerton Community Centre,photo,19,32
2025/01/25,Tamitik Jubilee Sports Complex,story,11,11
2025/01/25,Sackville Arena (LDRA),photo,4743,16265
2025/01/25,Walkerton Community Centre,note,20,33
2025/01/25,Sackville Arena (LDRA),note,4744,16266
2025/01/25,Brooke-Alvinston-Inwood Community Centre Complex,photo,171,296
2025/01/25,Brooke-Alvinston-Inwood Community Centre Complex,photo,174,301
2025/01/25,Brooke-Alvinston-Inwood Community Centre Complex,photo,177,306
2025/01/25,Brooke-Alvinston-Inwood Community Centre Complex,photo,180,312
2025/01/25,Brooke-Alvinston-Inwood Community Centre Complex,note,181,313
2025/01/25,St. Isidore Recreation Centre,note,416,1363
2025/01/25,St. Isidore Recreation Centre,story,426,1381
2025/01/25,8th Hussars Sports Center,photo,367,556
2025/01/25,Honeywood Arena,story,1378,4369
2025/01/25,North Hastings Community Centre,story,664,2797
2025/01/25,Honeywood Arena,photo,1381,4378
2025/01/25,Honeywood Arena,photo,1384,4387
2025/01/25,Honeywood Arena,note,1385,4388
2025/01/25,Walkerton Community Centre,note,21,34
2025/01/25,Trout Creek Community Centre,story,4092,27545
2025/01/25,Trout Creek Community Centre,note,4093,27546
2025/01/25,Sackville Arena (LDRA),photo,4747,16276
2025/01/25,Sackville Arena (LDRA),photo,4750,16289
2025/01/25,Walkerton Community Centre,photo,24,39
2025/01/25,Pete Knight Arena,note,487,2813
2025/01/25,Sackville Arena (LDRA),story,4760,16313
2025/01/25,Sackville Arena (LDRA),photo,4763,16325
2025/01/25,Sackville Arena (LDRA),photo,4766,16335
2025/01/25,Sackville Arena (LDRA),photo,4769,16344
2025/01/25,Honeywood Arena,note,1386,4389
2025/01/25,Sackville Arena (LDRA),photo,4772,16358
2025/01/25,Sackville Arena (LDRA),note,4773,16359
2025/01/25,Redvers rec center,story,789,4473
2025/01/25,Sackville Arena (LDRA),story,4783,16380
2025/01/25,Wilfred T Lipton Arena,note,123,167
2025/01/25,Pete Knight Arena,story,497,2852
2025/01/25,Aréna Luc & Marie-Claude de Baie Saint-Paul,note,24,24
2025/01/26,Trout Creek Community Centre,story,4103,27574
